product_id	product_name	company_name	company_country	company_type	facility_name	facility_country	facility_lat	facility_lng	facility_processes	composition	categories	certificates	characteristics	image
000182	Wool Blend Sweater	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Synthetic Leather (PU Leather)"",100]]"	[Leggings]	[GOTS (Global Organic Textile Standard), Fairtrade Cotton, RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000183	Organic Cotton Towel	Riverstone Looms	France	Supplier	Riverstone Looms Facility 3	France	51,9069	20,668	[Fiber Preparation, Weaving, Printing]	"[[""Linen (Flax)"",100]]"	[Training Pants]	[RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000184	Faux Fur Trim Boots	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 3	Germany	57,9298	-0,8645	[Knitting]	"[[""Cashmere"",50],[""Tussah Silk"",50]]"	[Polo Shirts]	[RMS (Responsible Mohair Standard), GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000185	Sustainable Fashion T-Shirt	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 3	Germany	57,9298	-0,8645	[Knitting]	"[[""Mohair"",34],[""Synthetic Leather (PU Leather)"",33],[""Lyocell (TENCEL)"",33]]"	[Plus Tops]	[OEKO-TEX STeP, BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000186	Linen Blend Shirt	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Synthetic Leather (PU Leather)"",34],[""Nylon"",33],[""Ramie"",33]]"	[Velvet]	[OEKO-TEX STeP, RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000187	Recycled Material Bag	WeaveWorks	United States	Supplier	WeaveWorks Facility 3	United States	55,0454	19,6121	[Stitching / Sewing, Carding]	"[[""Ramie"",50],[""Acrylic"",50]]"	[Tote Bags]	[RWS (Responsible Wool Standard), RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000188	Merino Knit Socks	EcoThreads	Spain	Supplier	EcoThreads Facility 2	Spain	56,945	26,8897	[Weaving]	"[[""Hemp"",100]]"	[Beanies]	[Higg Product Module (Higg MSI), GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000189	Bamboo Charcoal Pillow	EcoThreads	Spain	Supplier	EcoThreads Facility 1	Spain	37,1789	29,2145	[Brushing / Raising, Stitching / Sewing]	"[[""Organic Cotton"",34],[""Polyester"",33],[""Cashmere"",33]]"	[Outerwear]	[OCS (Organic Content Standard), OEKO-TEX Standard 100, ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000190	Organic Cotton Quilt	EcoThreads	Spain	Supplier	EcoThreads Facility 1	Spain	37,1789	29,2145	[Brushing / Raising, Stitching / Sewing]	"[[""Polypropylene"",100]]"	[Maxi Skirts]	[BCI (Better Cotton Initiative), OEKO-TEX Made in Green, GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000191	Handmade Silk Robe	WeaveWorks	United States	Supplier	WeaveWorks Facility 4	United States	41,5791	0,1702	[Mercerization, Quality Control & Inspection, Weaving]	"[[""Wool"",100]]"	[Corporate Shirts]	[Fairtrade Cotton]		https://example.com/demo-image.jpg
000192	Faux Leather Belt	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 4	Portugal	53,631	-8,706	[Knitting, Quality Control & Inspection]	"[[""Synthetic Leather (PU Leather)"",50],[""Jute"",50]]"	[Wrap Dresses]	[Fairtrade Cotton]		https://example.com/demo-image.jpg
000193	Natural Dye Dress	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 2	Netherlands	50,7905	29,0179	[Nonwoven Formation, Warping, Printing, Knitting]	"[[""Acrylic"",34],[""Silk"",33],[""Wool"",33]]"	[Ballet Flats]	[OEKO-TEX Made in Green, RWS (Responsible Wool Standard), EU Ecolabel for Textiles]		https://example.com/demo-image.jpg
000194	Recycled Polyester Tote	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 1	Italy	54,2265	24,7713	[Combing]	"[[""Polypropylene"",50],[""Cotton"",50]]"	[Loafers]	[EU Ecolabel for Textiles, Fairtrade Textile Standard, OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000195	Bamboo Rayon Pants	EcoThreads	Spain	Supplier	EcoThreads Facility 2	Spain	56,945	26,8897	[Weaving]	"[[""Viscose"",50],[""Acrylic"",50]]"	[Sports Tops]	[OEKO-TEX Standard 100, RCS (Recycled Claim Standard), Fairtrade Cotton]		https://example.com/demo-image.jpg
000196	Organic Cotton Pillowcase	Riverstone Looms	France	Supplier	Riverstone Looms Facility 1	France	52,4909	22,1962	[Bleaching, Warping, Printing]	"[[""Recycled Nylon"",100]]"	[Leather Belts]	[Nordic Swan Ecolabel, RWS (Responsible Wool Standard), GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000197	Handloomed Jute Rug	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 4	Portugal	53,631	-8,706	[Knitting, Quality Control & Inspection]	"[[""Recycled Polyester"",100]]"	[Linen]	[OCS (Organic Content Standard), CmiA (Cotton made in Africa), RWS (Responsible Wool Standard)]		https://example.com/demo-image.jpg
000198	Eco Friendly Yoga Towel	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 2	Portugal	37,4218	6,3247	[Heat Setting, Bleaching]	"[[""Cotton"",50],[""Bamboo Fiber"",50]]"	[Leather Belts]	[RCS (Recycled Claim Standard), RDS (Responsible Down Standard), bluesign Approved]		https://example.com/demo-image.jpg
000199	Sustainable Fashion Sweater	WeaveWorks	United States	Supplier	WeaveWorks Facility 4	United States	41,5791	0,1702	[Mercerization, Quality Control & Inspection, Weaving]	"[[""Jute"",34],[""Organic Cotton"",33],[""Acrylic"",33]]"	[Berets]	[GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000200	Recycled Material Backpack Bag	WeaveWorks	United States	Supplier	WeaveWorks Facility 1	United States	57,8581	24,3338	[Mercerization, Weaving]	"[[""Elastane (Spandex)"",100]]"	[Oxfords]	[RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000201	Organic Cotton Quilt Set	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 4	Italy	56,3153	-3,0709	[Heat Setting, Quality Control & Inspection, Twisting & Winding, Spinning]	"[[""Viscose"",50],[""Linen (Flax)"",50]]"	[Kids Outerwear]	[Fairtrade Cotton, Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000202	Merino Wool Base Layer	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 4	Italy	56,3153	-3,0709	[Heat Setting, Quality Control & Inspection, Twisting & Winding, Spinning]	"[[""Hemp"",34],[""Mohair"",33],[""Acrylic"",33]]"	[Plus Outerwear]	[EU Ecolabel for Textiles, RMS (Responsible Mohair Standard), Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000203	Soft Cotton Baby Clothes	Summit Mills	Sweden	Supplier	Summit Mills Facility 1	Sweden	37,9433	23,3396	[Bleaching, Quality Control & Inspection]	"[[""Nylon"",50],[""Cotton"",50]]"	[Faux Fur]	[EU Ecolabel for Textiles, GRS (Global Recycled Standard), GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000204	Bamboo Fabric Yoga Pants	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 4	Germany	48,4044	15,8282	[Combing, Bleaching]	"[[""Tussah Silk"",34],[""Linen (Flax)"",33],[""Recycled Polyester"",33]]"	[Cocktail Dresses]	[OEKO-TEX Made in Green, Nordic Swan Ecolabel, GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000205	Organic Cotton Quilt Cover	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Cashmere"",34],[""Organic Cotton"",33],[""Nylon"",33]]"	[Messenger Bags]	[RCS (Recycled Claim Standard), GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000206	Handloomed Cotton Bedding	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 2	Netherlands	50,7905	29,0179	[Nonwoven Formation, Warping, Printing, Knitting]	"[[""Wool"",34],[""Cotton"",33],[""Merino Wool"",33]]"	[Culottes]	[RDS (Responsible Down Standard), RWS (Responsible Wool Standard), GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000207	Eco Weave Linen Towel	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Cotton"",34],[""Linen (Flax)"",33],[""Mohair"",33]]"	[Chambray]	[Fairtrade Textile Standard, OEKO-TEX Standard 100]		https://example.com/demo-image.jpg
000208	Recycled Plastic Reusable Water Bottle	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 4	Netherlands	40,86	-6,2215	[Stitching / Sewing, Mercerization, Twisting & Winding]	"[[""Mohair"",34],[""Cotton"",33],[""Bamboo Fiber"",33]]"	[Maternity Dresses]	[Nordic Swan Ecolabel, Fairtrade Textile Standard, OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000209	Soft Touch Fleece Gloves	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 3	Portugal	53,1436	9,2216	[Fiber Preparation, Printing]	"[[""Elastane (Spandex)"",50],[""Organic Cotton"",50]]"	[Suspenders]	[GOTS (Global Organic Textile Standard), Nordic Swan Ecolabel, RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000210	Merino Wool Sweater Knit	Riverstone Looms	France	Supplier	Riverstone Looms Facility 4	France	41,8524	9,0549	[Spinning, Cutting]	"[[""Silk"",50],[""Viscose"",50]]"	[Chiffon]	[GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000211	Bamboo Fabric Tote Bag	WeaveWorks	United States	Supplier	WeaveWorks Facility 3	United States	55,0454	19,6121	[Stitching / Sewing, Carding]	"[[""Recycled Nylon"",100]]"	[Beanies]	[Fairtrade Cotton, Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000212	Natural Fiber Plant Pot	Summit Mills	Sweden	Supplier	Summit Mills Facility 3	Sweden	47,8322	7,145	[Dyeing, Nonwoven Formation, Knitting, Mercerization]	"[[""Tussah Silk"",50],[""Ramie"",50]]"	[Bodycon Dresses]	[OCS (Organic Content Standard), OEKO-TEX Made in Green, BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000213	Eco Friendly Reusable Straws	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 3	Germany	57,9298	-0,8645	[Knitting]	"[[""Organic Cotton"",34],[""Synthetic Leather (PU Leather)"",33],[""Recycled Polyester"",33]]"	[Baby Sleepwear]	[OEKO-TEX STeP, Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000214	Faux Leather Wallet Purse	Summit Mills	Sweden	Supplier	Summit Mills Facility 1	Sweden	37,9433	23,3396	[Bleaching, Quality Control & Inspection]	"[[""Wool"",100]]"	[Camisoles]	[GRS (Global Recycled Standard), OEKO-TEX STeP, Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000215	Recycled Polyester Yoga Mat	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Cotton"",50],[""Tussah Silk"",50]]"	[Bottoms]	[RMS (Responsible Mohair Standard), RDS (Responsible Down Standard), RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000216	Merino Wool Socks Pair	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 3	United Kingdom	41,1633	6,9818	[Heat Setting, Bleaching]	"[[""Acetate"",34],[""Recycled Polyester"",33],[""Cotton"",33]]"	[Knee-High Socks]	[RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000217	Soft Touch Fleece Slippers	Riverstone Looms	France	Supplier	Riverstone Looms Facility 4	France	41,8524	9,0549	[Spinning, Cutting]	"[[""Recycled Polyester"",34],[""Cashmere"",33],[""Acetate"",33]]"	[Plus Bottoms]	[bluesign Approved, EU Ecolabel for Textiles, Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000218	Merino Wool Base Layer Top	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Acrylic"",100]]"	[Bralettes]	[Higg Product Module (Higg MSI), RAS (Responsible Alpaca Standard), OEKO-TEX STeP]		https://example.com/demo-image.jpg
000219	Bamboo Fabric Scarf Wrap	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 2	United Kingdom	57,7014	15,0913	[Brushing / Raising, Nonwoven Formation, Stitching / Sewing, Warping]	"[[""Modal"",100]]"	[Yoga Leggings]	[Fairtrade Cotton]		https://example.com/demo-image.jpg
000220	Natural Fiber Wall Art	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 3	Italy	52,0849	24,0743	[Combing]	"[[""Cotton"",100]]"	[Wallets]	[RMS (Responsible Mohair Standard), GOTS (Global Organic Textile Standard), BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000221	Recycled Plastic Reusable Bag	EcoThreads	Spain	Supplier	EcoThreads Facility 1	Spain	37,1789	29,2145	[Brushing / Raising, Stitching / Sewing]	"[[""Mohair"",50],[""Alpaca"",50]]"	[Natural Fibers]	[OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000222	Merino Wool Beanie Hat Set	Summit Mills	Sweden	Supplier	Summit Mills Facility 2	Sweden	50,7404	24,107	[Washing / Scouring]	"[[""Wool"",50],[""Cotton"",50]]"	[Bags]	[bluesign Approved]		https://example.com/demo-image.jpg
000223	Organic Cotton Market Tote	Urban Stitch	Canada	Supplier	Urban Stitch Facility 4	Canada	53,9255	-8,862	[Mercerization, Carding]	"[[""Cotton"",50],[""Ramie"",50]]"	[Leather Belts]	[RCS (Recycled Claim Standard), Nordic Swan Ecolabel]		https://example.com/demo-image.jpg
000224	Natural Fiber Plant Stand	EcoThreads	Spain	Supplier	EcoThreads Facility 3	Spain	38,7094	9,5543	[Cutting, Printing]	"[[""Ramie"",100]]"	[Headbands]	[Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000225	Soft Touch Fleece Gloves Set	Summit Mills	Sweden	Supplier	Summit Mills Facility 1	Sweden	37,9433	23,3396	[Bleaching, Quality Control & Inspection]	"[[""Leather"",100]]"	[Onesies]	[Higg Product Module (Higg MSI), GOTS (Global Organic Textile Standard), Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000226	Merino Wool Sweater Kn	Riverstone Looms	France	Supplier	Riverstone Looms Facility 1	France	52,4909	22,1962	[Bleaching, Warping, Printing]	"[[""Leather"",50],[""Cotton"",50]]"	[Mesh]	[GOTS (Global Organic Textile Standard), RCS (Recycled Claim Standard), Fairtrade Cotton]		https://example.com/demo-image.jpg
000227	Soft Touch Baby Blanket	Riverstone Looms	France	Supplier	Riverstone Looms Facility 4	France	41,8524	9,0549	[Spinning, Cutting]	"[[""Cupro"",100]]"	[G-Strings]	[EU Ecolabel for Textiles, GOTS (Global Organic Textile Standard), GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000228	Reclaimed Wood Wool Rug	Riverstone Looms	France	Supplier	Riverstone Looms Facility 1	France	52,4909	22,1962	[Bleaching, Warping, Printing]	"[[""Merino Wool"",100]]"	[Poplin]	[GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000229	Recycled Plastic Yarn Scarf	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 1	Netherlands	53,5321	19,9797	[Washing / Scouring, Fiber Preparation, Weaving]	"[[""Synthetic Leather (PU Leather)"",50],[""Nylon"",50]]"	[Specialty Fabrics]	[RCS (Recycled Claim Standard), RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000230	Bamboo Forest Tote Bag	Urban Stitch	Canada	Supplier	Urban Stitch Facility 4	Canada	53,9255	-8,862	[Mercerization, Carding]	"[[""Hemp"",100]]"	[Stretch Belts]	[bluesign Approved]		https://example.com/demo-image.jpg
000231	Artisanal Woven Wall Hanging	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 2	Italy	42,679	18,002	[Cutting]	"[[""Viscose"",100]]"	[Polo Shirts]	[OCS (Organic Content Standard), RAS (Responsible Alpaca Standard), RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000232	Sustainable Cotton Dress Shirt	Heritage Textiles	Italy	Supplier	Heritage Textiles Facility 3	Italy	52,0849	24,0743	[Combing]	"[[""Lyocell (TENCEL)"",34],[""Merino Wool"",33],[""Alpaca"",33]]"	[Kids Shorts]	[Fairtrade Textile Standard, OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000233	Reclaimed Leather Belt Bag	Urban Stitch	Canada	Supplier	Urban Stitch Facility 4	Canada	53,9255	-8,862	[Mercerization, Carding]	"[[""Linen (Flax)"",34],[""Polyurethane"",33],[""Lyocell (TENCEL)"",33]]"	[Track Pants]	[GOTS (Global Organic Textile Standard), ZDHC MRSL Compliance]		https://example.com/demo-image.jpg
000234	Soft Brushed Cotton Pants	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 2	Portugal	37,4218	6,3247	[Heat Setting, Bleaching]	"[[""Recycled Cotton"",34],[""Merino Wool"",33],[""Synthetic Leather (PU Leather)"",33]]"	[Cashmere]	[RWS (Responsible Wool Standard), OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000235	Handloomed Wool Sweater	EcoThreads	Spain	Supplier	EcoThreads Facility 1	Spain	37,1789	29,2145	[Brushing / Raising, Stitching / Sewing]	"[[""Recycled Polyester"",100]]"	[Bags]	[ZDHC MRSL Compliance, Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000236	Reclaimed Wood Coat Rack	Summit Mills	Sweden	Supplier	Summit Mills Facility 1	Sweden	37,9433	23,3396	[Bleaching, Quality Control & Inspection]	"[[""Linen (Flax)"",34],[""Elastane (Spandex)"",33],[""Viscose"",33]]"	[Activewear]	[OEKO-TEX Standard 100, CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000237	Artisanal Woven Basket	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 4	United Kingdom	57,0958	15,99	[Dyeing]	"[[""Cotton"",100]]"	[Sheath Dresses]	[RMS (Responsible Mohair Standard), Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000238	Sustainable Cotton T-Shirt Dress	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 4	United Kingdom	57,0958	15,99	[Dyeing]	"[[""Recycled Polyester"",100]]"	[Tunics]	[OEKO-TEX Standard 100, bluesign Approved]		https://example.com/demo-image.jpg
000239	Recycled Plastic Water Bottle Bag	Urban Stitch	Canada	Supplier	Urban Stitch Facility 3	Canada	41,7184	29,3424	[Bleaching]	"[[""Alpaca"",100]]"	[Compression Socks]	[RCS (Recycled Claim Standard), OCS (Organic Content Standard), Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000240	Reclaimed Leather Wallet Case	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Leather"",50],[""Acrylic"",50]]"	[Baby Sleepwear]	[RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000241	Soft Brushed Cotton Shirt	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 3	Netherlands	46,1452	15,1115	[Dyeing]	"[[""Wool"",100]]"	[Snoods]	[bluesign Approved, OCS (Organic Content Standard), EU Ecolabel for Textiles]		https://example.com/demo-image.jpg
000242	Merino Wool Hiking Socks Set	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Lyocell (TENCEL)"",50],[""Mohair"",50]]"	[Polyester]	[RWS (Responsible Wool Standard), OEKO-TEX STeP]		https://example.com/demo-image.jpg
000243	Bamboo Forest Yoga Mat	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 3	United Kingdom	41,1633	6,9818	[Heat Setting, Bleaching]	"[[""Merino Wool"",34],[""Hemp"",33],[""Linen (Flax)"",33]]"	[Corporate Shirts]	[GOTS (Global Organic Textile Standard), Fairtrade Cotton, RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000244	Artisanal Woven Wall Shelf	Riverstone Looms	France	Supplier	Riverstone Looms Facility 2	France	42,429	6,8353	[Stitching / Sewing, Knitting]	"[[""Bamboo Fiber"",34],[""Modal"",33],[""Wool"",33]]"	[Mittens]	[CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000245	Sustainable Cotton Bedding Set	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 2	Portugal	37,4218	6,3247	[Heat Setting, Bleaching]	"[[""Jute"",50],[""Acetate"",50]]"	[Beanies]	[RWS (Responsible Wool Standard), Fairtrade Textile Standard, Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000246	Handloomed Wool Blanket	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 4	Portugal	53,631	-8,706	[Knitting, Quality Control & Inspection]	"[[""Lyocell (TENCEL)"",50],[""Elastane (Spandex)"",50]]"	[Tights]	[Nordic Swan Ecolabel]		https://example.com/demo-image.jpg
000247	Reclaimed Wood Picture Frame	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 2	Germany	46,6033	10,979	[Heat Setting]	"[[""Leather"",34],[""Linen (Flax)"",33],[""Cupro"",33]]"	[Wallets]	[RWS (Responsible Wool Standard), OEKO-TEX Made in Green]		https://example.com/demo-image.jpg
000248	Recycled Denim Jacket Bag	Summit Mills	Sweden	Supplier	Summit Mills Facility 2	Sweden	50,7404	24,107	[Washing / Scouring]	"[[""Silk"",34],[""Recycled Cotton"",33],[""Lyocell (TENCEL)"",33]]"	[Chiffon]	[Fairtrade Textile Standard, RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000249	Soft Brushed Cotton Pants Set	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Cupro"",100]]"	[Kids Pants]	[ZDHC MRSL Compliance, CmiA (Cotton made in Africa), RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000250	Bamboo Rayon T-Shirt Dress	Summit Mills	Sweden	Supplier	Summit Mills Facility 2	Sweden	50,7404	24,107	[Washing / Scouring]	"[[""Linen (Flax)"",34],[""Tussah Silk"",33],[""Polyurethane"",33]]"	[Accessories]	[GOTS (Global Organic Textile Standard)]		https://example.com/demo-image.jpg
000251	Handloomed Wool Sweater Set	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Wool"",50],[""Cashmere"",50]]"	[Nursing Bras]	[RMS (Responsible Mohair Standard), GOTS (Global Organic Textile Standard), CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000252	Reclaimed Wood Coat Stand	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 3	Netherlands	46,1452	15,1115	[Dyeing]	"[[""Acrylic"",50],[""Cotton"",50]]"	[Wristbands]	[RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000253	Artisanal Woven Basket Set	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Hemp"",50],[""Cotton"",50]]"	[Work Pants]	[RMS (Responsible Mohair Standard)]		https://example.com/demo-image.jpg
000254	Sustainable Cotton Dress Shirt Set	EcoThreads	Spain	Supplier	EcoThreads Facility 1	Spain	37,1789	29,2145	[Brushing / Raising, Stitching / Sewing]	"[[""Silk"",100]]"	[Sleep Shirts]	[GOTS (Global Organic Textile Standard), BCI (Better Cotton Initiative)]		https://example.com/demo-image.jpg
000255	Faux Fur Trim Jacket Set	Mariner Textiles	Portugal	Supplier	Mariner Textiles Facility 1	Portugal	48,7658	20,9422	[Twisting & Winding, Mercerization]	"[[""Jute"",100]]"	[Chiffon]	[OEKO-TEX Made in Green, GOTS (Global Organic Textile Standard), CmiA (Cotton made in Africa)]		https://example.com/demo-image.jpg
000256	Organic Linen Table Runner Set	WeaveWorks	United States	Supplier	WeaveWorks Facility 3	United States	55,0454	19,6121	[Stitching / Sewing, Carding]	"[[""Ramie"",50],[""Alpaca"",50]]"	[Seasonal]	[bluesign Approved, OEKO-TEX STeP, GRS (Global Recycled Standard)]		https://example.com/demo-image.jpg
000257	Reclaimed Leather Belt Bag Set	Riverstone Looms	France	Supplier	Riverstone Looms Facility 4	France	41,8524	9,0549	[Spinning, Cutting]	"[[""Cupro"",50],[""Wool"",50]]"	[Lounge Tops]	[RCS (Recycled Claim Standard)]		https://example.com/demo-image.jpg
000258	Eco Friendly Yoga Mat Set	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 1	Germany	49,0419	-3,9234	[Warping, Spinning, Carding]	"[[""Tussah Silk"",34],[""Synthetic Leather (PU Leather)"",33],[""Cotton"",33]]"	[Mini Skirts]	[EU Ecolabel for Textiles, OEKO-TEX Standard 100, OCS (Organic Content Standard)]		https://example.com/demo-image.jpg
000259	Mer	GreenSpun Fabrics	Netherlands	Supplier	GreenSpun Fabrics Facility 3	Netherlands	46,1452	15,1115	[Dyeing]	"[[""Hemp"",100]]"	[Shrugs]	[Fairtrade Textile Standard]		https://example.com/demo-image.jpg
000260	Cotton Linen Blend Shirt	WeaveWorks	United States	Supplier	WeaveWorks Facility 4	United States	41,5791	0,1702	[Mercerization, Quality Control & Inspection, Weaving]	"[[""Mohair"",34],[""Viscose"",33],[""Modal"",33]]"	[Performance Jackets]	[OCS (Organic Content Standard), RAS (Responsible Alpaca Standard)]		https://example.com/demo-image.jpg
000261	Soft Fleece Throw Blanket	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Viscose"",50],[""Alpaca"",50]]"	[Textiles]	[GRS (Global Recycled Standard), bluesign Approved]		https://example.com/demo-image.jpg
000262	Recycled Polyester Water Bottle	Loom & Leaf Co.	United Kingdom	Supplier	Loom & Leaf Co. Facility 1	United Kingdom	39,4716	23,6831	[Stitching / Sewing, Heat Setting, Washing / Scouring, Brushing / Raising]	"[[""Merino Wool"",50],[""Jute"",50]]"	[Organic Cotton]	[GRS (Global Recycled Standard), bluesign Approved]		https://example.com/demo-image.jpg
000263	Handloomed Cotton Sari Dress	EcoThreads	Spain	Supplier	EcoThreads Facility 1	Spain	37,1789	29,2145	[Brushing / Raising, Stitching / Sewing]	"[[""Bamboo Fiber"",50],[""Elastane (Spandex)"",50]]"	[Plus Outerwear]	[RDS (Responsible Down Standard)]		https://example.com/demo-image.jpg
000264	Recycled Denim Backpack	Skyline Weavers	Germany	Supplier	Skyline Weavers Facility 3	Germany	57,9298	-0,8645	[Knitting]	"[[""Merino Wool"",34],[""Polyurethane"",33],[""Elastane (Spandex)"",33]]"	[Accessories]	[Fairtrade Textile Standard, Fairtrade Cotton, Higg Product Module (Higg MSI)]		https://example.com/demo-image.jpg
000265	Linen Blend Bedding Set	WeaveWorks	United States	Supplier	WeaveWorks Facility 2	United States	39,6236	8,334	[Cutting, Carding]	"[[""Linen (Flax)"",34],[""Recycled Cotton"",33],[""Polypropylene"",33]]"	[Seasonal]	[Fairtrade Textile Standard]		https://example.com/demo-image.jpg
