Certification Body	Certified Organization Name	TE ID	Retired TE ID	License Number	Native Name	Country/Area	SC Number	SC Version Number	Standard	SC Status	Last Updated Date
Bureau Veritas USA	Ningbo Jade International Co., Ltd.	TE-99993016		TE-BVCN0205		China	BVC-TE-99993016-GRS-2503-50002860-V1.0	BVC-TE-99993016-GRS-2503-50002860-V46.0	GRS	Valid	2025-11-19
Bureau Veritas USA	Ningbo Jade International Co., Ltd.	TE-99993016		TE-BVCN0205		China	BVC-TE-99993016-RCS-2506-10000834-V1.0	BVC-TE-99993016-RCS-2506-10000834-V3.0	RCS	Valid	2025-11-12
Bureau Veritas USA	Ningbo Rizi Dresses Co., Ltd.	TE-99994009		TE-BVCN6976		China	BVC-TE-99994009-MULTI-2508-50004736-V1.0	BVC-TE-99994009-MULTI-2508-50004736-V12.0	OCS,GRS	Valid	2025-11-28
Bureau Veritas USA	L. P. FASHION	TE-99999191		TE-BVBD0059		Bangladesh	BVC-TE-99999191-GRS-2507-50004670-V1.0	BVC-TE-99999191-GRS-2507-50004670-V1.0	GRS	Valid	2025-07-29
Bureau Veritas USA	Krishna Beads Industries LLP	TE-00026577		BVIN0001		India	BVC-TE-BVIN0001-GRS-2502-20000283-V1.0	BVC-TE-BVIN0001-GRS-2502-20000283-V1.0	GRS	Valid	2025-02-12
Bureau Veritas USA	BALAJI TEXTILE MILLS	TE-00007213		BVIN0020		India	BVC-TE-BVIN0020-MULTI-2502-20000304-V1.0	BVC-TE-BVIN0020-MULTI-2502-20000304-V1.0	GRS,OCS	Valid	2025-02-27
Bureau Veritas USA	LINEN BY NATURE	TE-00006070		BVIN0021		India	BVC-TE-BVIN0021-MULTI-2503-20000318-V1.0	BVC-TE-BVIN0021-MULTI-2503-20000318-V1.0	GRS,RCS,OCS	Valid	2025-03-08
Bureau Veritas USA	KIANSH TEXTILE PVT LTD	TE-00015451		TE-BVIN0027		India	BVC-TE-BVIN0027-MULTI-2504-20000354-V1.0	BVC-TE-BVIN0027-MULTI-2504-20000354-V3.0	OCS,GRS	Valid	2025-08-27
Bureau Veritas USA	SHAHI DYEING PRIVATE LIMITED	TE-00041053		BVIN0033		India	BVC-TE-BVIN0033-RCS-2501-20000255-V1.0	BVC-TE-BVIN0033-RCS-2501-20000255-V1.0	RCS	Valid	2025-01-25
Bureau Veritas USA	KRUSHNA COTEX PVT LTD	TE-00016190		TE-BVIN0035		India	BVC-TE-BVIN0035-MULTI-2505-20000353-V1.0	BVC-TE-BVIN0035-MULTI-2505-20000353-V2.0	RCS,OCS,GRS	Valid	2025-09-16
Bureau Veritas USA	KANODIA GLOBAL PRIVATE LIMITED	TE-00059271		TE-BVIN0038		India	BVC-TE-BVIN0038-MULTI-2501-20000243-V1.0	BVC-TE-BVIN0038-MULTI-2501-20000243-V6.0	OCS,GRS	Valid	2025-11-07
Bureau Veritas USA	Aarti International Limited	TE-00058060		TE-BVIN0043		India	BVC-TE-BVIN0043-RCS-2412-20000227-V1.0	BVC-TE-BVIN0043-RCS-2412-20000227-V2.0	RCS	Valid	2025-06-19
Bureau Veritas USA	Ashi Creation Pvt. Ltd	TE-00031733		BVIN0047		India	BVC-TE-BVIN0047-MULTI-2501-20000254-V1.0	BVC-TE-BVIN0047-MULTI-2501-20000254-V1.0	GRS,OCS	Valid	2025-01-24
Bureau Veritas USA	KWALITY POLYTHREADS PVT LTD	TE-00028095		TE-BVIN0052		India	BVC-TE-BVIN0052-GRS-2505-20000363-V1.0	BVC-TE-BVIN0052-GRS-2505-20000363-V3.0	GRS	Valid	2025-08-26
Bureau Veritas USA	West Point Exports	TE-00072693		BVIN0091		India	BVC-TE-BVIN0091-RCS-2411-20000205-V1.0	BVC-TE-BVIN0091-RCS-2411-20000205-V1.0	RCS	Expired	2024-12-02
Bureau Veritas USA	SHIV SHAKTI HOME	TE-00074652		BVIN0093		India	BVC-TE-BVIN0093-RCS-2412-20000219-V1.0	BVC-TE-BVIN0093-RCS-2412-20000219-V1.0	RCS	Valid	2024-12-13
Bureau Veritas USA	KOCHAR WOOLLEN MILL PRIVATE LTD	TE-00072493		TE-BVIN0094		India	BVC-TE-BVIN0094-MULTI-2502-20000287-V1.0	BVC-TE-BVIN0094-MULTI-2502-20000287-V2.0	RWS,GRS	Valid	2025-08-05
Bureau Veritas USA	Indra Processors	TE-00072218		BVIN0106		India	BVC-TE-BVIN0106-OCS-2502-20000303-V1.0	BVC-TE-BVIN0106-OCS-2502-20000303-V1.0	OCS	Valid	2025-02-26
Bureau Veritas USA	Shingora Textiles Limited	TE-00033224		TE-BVIN0115		India	BVC-TE-BVIN0115-RAF-2502-20000278-V1.0	BVC-TE-BVIN0115-RAF-2502-20000278-V3.0	RWS	Valid	2025-10-15
Bureau Veritas USA	Centex Fabrics Export Unit	TE-00008008		BVIN0121		India	BVC-TE-BVIN0121-MULTI-2503-20000312-V1.0	BVC-TE-BVIN0121-MULTI-2503-20000312-V1.0	GRS,RCS,RWS	Valid	2025-03-06
Bureau Veritas USA	KARVEER TEXTILES PRIVATE LIMITED	TE-00107387		BVIN0126		India	BVC-TE-BVIN0126-MULTI-2502-20000302-V1.0	BVC-TE-BVIN0126-MULTI-2502-20000302-V1.0	GRS,RCS,OCS	Valid	2025-02-26
Bureau Veritas USA	HERITAGE INDIA EXPORTS PVT LTD	TE-00033717		TE-BVIN0130		India	BVC-TE-BVIN0130-GRS-2505-20000375-V1.0	BVC-TE-BVIN0130-GRS-2505-20000375-V5.0	GRS	Valid	2025-11-21
Bureau Veritas USA	Sumit Textile Industries	TE-00028212		BVIN0130		India	BVC-TE-BVIN0130-MULTI-2504-20000342-V1.0	BVC-TE-BVIN0130-MULTI-2504-20000342-V1.0	GRS,RCS,OCS	Valid	2025-04-10
Bureau Veritas USA	SAAV INC	TE-00108596		TE-BVIN0132		India	BVC-TE-BVIN0132-GRS-2505-20000362-V1.0	BVC-TE-BVIN0132-GRS-2505-20000362-V1.0	GRS	Valid	2025-05-29
Bureau Veritas USA	SURYAMITHRAN FABRICS	TE-00110962		TE-BVIN0134		India	BVC-TE-BVIN0134-GRS-2505-20000365-V1.0	BVC-TE-BVIN0134-GRS-2505-20000365-V3.0	GRS	Valid	2025-10-15
Bureau Veritas USA	SURYAMITHRAN FABRICS	TE-00110962		BVIN0134		India	BVC-TE-BVIN0134-OCS-2412-20000212-V1.0	BVC-TE-BVIN0134-OCS-2412-20000212-V1.0	OCS	Valid	2024-12-06
Bureau Veritas USA	MATRIX DESIGN & INDUSTRIES PVT. LTD	TE-00110886		BVIN0137		India	BVC-TE-BVIN0137-OCS-2503-20000335-V1.0	BVC-TE-BVIN0137-OCS-2503-20000335-V1.0	OCS	Valid	2025-03-26
Bureau Veritas USA	MII EXPORTS PRIVATE LIMITED	TE-00130364		BVIN0242		India	BVC-TE-BVIN0242-GRS-2412-20000210-V1.0	BVC-TE-BVIN0242-GRS-2412-20000210-V1.0	GRS	Valid	2024-12-04
Bureau Veritas USA	Ankit India	TE-00001663		BVIN0243		India	BVC-TE-BVIN0243-OCS-2412-20000211-V1.0	BVC-TE-BVIN0243-OCS-2412-20000211-V1.0	OCS	Valid	2024-12-04
Bureau Veritas USA	BOUTIQUE INTERNATIONAL PRIVATE LIMITED	TE-00022782		BVIN0245		India	BVC-TE-BVIN0245-RCS-2412-20000214-V1.0	BVC-TE-BVIN0245-RCS-2412-20000214-V1.0	RCS	Valid	2024-12-10
Bureau Veritas USA	SHIRE HORSE	TE-00131928		BVIN0247		India	BVC-TE-BVIN0247-OCS-2412-20000216-V1.0	BVC-TE-BVIN0247-OCS-2412-20000216-V1.0	OCS	Valid	2024-12-12
Bureau Veritas USA	RAMKRISHNA COTTEX PVT LTD	TE-00028026		BVIN0251		India	BVC-TE-BVIN0251-MULTI-2412-20000221-V1.0	BVC-TE-BVIN0251-MULTI-2412-20000221-V1.0	GRS,RCS,OCS	Valid	2024-12-17
Bureau Veritas USA	Vardhman Yarns and Threads Limited Unit 1	TE-00025490		BVIN0258		India	BVC-TE-BVIN0258-MULTI-2412-20000224-V1.0	BVC-TE-BVIN0258-MULTI-2412-20000224-V1.0	GRS,OCS	Valid	2024-12-19
Bureau Veritas USA	Proma Greentech Private Limited	TE-00295139		TE-BVIN0271		India	BVC-TE-BVIN0271-GRS-2412-20000231-V1.0	BVC-TE-BVIN0271-GRS-2412-20000231-V2.0	GRS	Valid	2025-09-18
Bureau Veritas USA	Richaco Exports Pvt Ltd	TE-00300403		BVIN0272		India	BVC-TE-BVIN0272-MULTI-2501-20000232-V1.0	BVC-TE-BVIN0272-MULTI-2501-20000232-V1.0	GRS,RCS	Valid	2025-01-02
Bureau Veritas USA	CHAHAT EXPORT	TE-00020689		TE-BVIN0273		India	BVC-TE-BVIN0273-MULTI-2501-20000233-V1.0	BVC-TE-BVIN0273-MULTI-2501-20000233-V3.0	OCS,GRS	Valid	2025-08-13
Bureau Veritas USA	INDOWEAVE TEXTILES PRIVATE LIMITED	TE-99971561		BVIN0274		India	BVC-TE-BVIN0274-GRS-2501-20000234-V1.0	BVC-TE-BVIN0274-GRS-2501-20000234-V1.0	GRS	Valid	2025-01-03
Bureau Veritas USA	DHANLAXMI TEXTILES	TE-00060936		BVIN0275		India	BVC-TE-BVIN0275-GRS-2501-20000236-V1.0	BVC-TE-BVIN0275-GRS-2501-20000236-V1.0	GRS	Valid	2025-01-06
Bureau Veritas USA	PRINCE ENTERPRISES	TE-00108036		BVIN0276		India	BVC-TE-BVIN0276-GRS-2501-20000237-V1.0	BVC-TE-BVIN0276-GRS-2501-20000237-V1.0	GRS	Valid	2025-01-07
Bureau Veritas USA	DHANERA TEXCHEM PRIVATE LIMITED	TE-00123589		BVIN0278		India	BVC-TE-BVIN0278-MULTI-2501-20000239-V1.0	BVC-TE-BVIN0278-MULTI-2501-20000239-V1.0	GRS,RCS	Valid	2025-01-09
Bureau Veritas USA	SHREE BHARAT INTERNATIONAL PVT LTD	TE-00049544		BVIN0283		India	BVC-TE-BVIN0283-MULTI-2501-20000246-V1.0	BVC-TE-BVIN0283-MULTI-2501-20000246-V1.0	GRS,OCS	Valid	2025-01-16
Bureau Veritas USA	SHREE BHARAT INTERNATIONAL PVT LTD	TE-00049544		BVIN0283		India	BVC-TE-BVIN0283-RAF-2501-20000246-V1.0	BVC-TE-BVIN0283-RAF-2501-20000246-V1.0	RWS	Valid	2025-01-16
Bureau Veritas USA	COTTON EMPORIUM	TE-00051629		BVIN0287		India	BVC-TE-BVIN0287-OCS-2501-20000247-V1.0	BVC-TE-BVIN0287-OCS-2501-20000247-V1.0	OCS	Valid	2025-01-17
Bureau Veritas USA	CITY COLOUR	TE-00129721		BVIN0289		India	BVC-TE-BVIN0289-MULTI-2501-20000249-V1.0	BVC-TE-BVIN0289-MULTI-2501-20000249-V1.0	GRS,RCS,OCS	Valid	2025-01-18
Bureau Veritas USA	C B TEX	TE-00060302		BVIN0291		India	BVC-TE-BVIN0291-GRS-2501-20000251-V1.0	BVC-TE-BVIN0291-GRS-2501-20000251-V1.0	GRS	Valid	2025-01-22
Bureau Veritas USA	TRENDLINE EXPORTS	TE-00075218		BVIN0292		India	BVC-TE-BVIN0292-OCS-2501-20000252-V1.0	BVC-TE-BVIN0292-OCS-2501-20000252-V1.0	OCS	Valid	2025-01-23
Bureau Veritas USA	KRISHDHA APPAREL PRIVATE LIMITED	TE-00133792		BVIN0293		India	BVC-TE-BVIN0293-GRS-2501-20000253-V1.0	BVC-TE-BVIN0293-GRS-2501-20000253-V1.0	GRS	Valid	2025-01-23
Bureau Veritas USA	Pantone Textiles Mills Pvt Ltd	TE-00052799		BVIN0294		India	BVC-TE-BVIN0294-OCS-2501-20000256-V1.0	BVC-TE-BVIN0294-OCS-2501-20000256-V1.0	OCS	Valid	2025-01-25
Bureau Veritas USA	Green Packs	TE-00295141		BVIN0296		India	BVC-TE-BVIN0296-GRS-2501-20000258-V1.0	BVC-TE-BVIN0296-GRS-2501-20000258-V1.0	GRS	Valid	2025-01-28
Bureau Veritas USA	Sri Agaram Impex	TE-00132413		BVIN0297		India	BVC-TE-BVIN0297-GRS-2501-20000259-V1.0	BVC-TE-BVIN0297-GRS-2501-20000259-V1.0	GRS	Valid	2025-01-28
Bureau Veritas USA	Aala Gloves	TE-00295114		BVIN0298		India	BVC-TE-BVIN0298-MULTI-2501-20000260-V1.0	BVC-TE-BVIN0298-MULTI-2501-20000260-V1.0	GRS,OCS	Valid	2025-01-28
Bureau Veritas USA	SONU NET FABRICS	TE-00294602		TE-BVIN0300		India	BVC-TE-BVIN0300-MULTI-2501-20000261-V1.0	BVC-TE-BVIN0300-MULTI-2501-20000261-V2.0	RCS,OCS,GRS	Valid	2025-11-01
Bureau Veritas USA	Rajda Industries & Exports Pvt Ltd	TE-00056485		BVIN0301		India	BVC-TE-BVIN0301-RCS-2501-20000262-V1.0	BVC-TE-BVIN0301-RCS-2501-20000262-V1.0	RCS	Valid	2025-01-30
Bureau Veritas USA	First Steps Babywear Pvt Ltd Unit VI	TE-00294635		BVIN0302		India	BVC-TE-BVIN0302-MULTI-2501-20000263-V1.0	BVC-TE-BVIN0302-MULTI-2501-20000263-V1.0	GRS,OCS	Valid	2025-01-30
Bureau Veritas USA	First Steps Babywear Pvt Ltd Unit VI	TE-00294635		TE-BVIN0302		India	BVC-TE-BVIN0302-RCS-2501-20000263-V1.0	BVC-TE-BVIN0302-RCS-2501-20000263-V3.0	RCS	Valid	2025-11-20
Bureau Veritas USA	Seven Hills International	TE-00033824		TE-BVIN0307		India	BVC-TE-BVIN0307-GRS-2501-20000264-V1.0	BVC-TE-BVIN0307-GRS-2501-20000264-V2.0	GRS	Valid	2025-06-23
Bureau Veritas USA	Seven Hills International	TE-00033824		BVIN0307		India	BVC-TE-BVIN0307-RCS-2501-20000264-V1.0	BVC-TE-BVIN0307-RCS-2501-20000264-V1.0	RCS	Valid	2025-01-30
Bureau Veritas USA	SHUFAB	TE-00134352		BVIN0308		India	BVC-TE-BVIN0308-RCS-2501-20000265-V1.0	BVC-TE-BVIN0308-RCS-2501-20000265-V1.0	RCS	Valid	2025-01-30
Bureau Veritas USA	Sri Sarabeswara Process	TE-00053829		TE-BVIN0309		India	BVC-TE-BVIN0309-MULTI-2502-20000266-V1.0	BVC-TE-BVIN0309-MULTI-2502-20000266-V2.0	OCS,GRS	Valid	2025-10-29
Bureau Veritas USA	TANFAC APPARELS LIMITED	TE-00075160		BVIN0313		India	BVC-TE-BVIN0313-MULTI-2502-20000271-V1.0	BVC-TE-BVIN0313-MULTI-2502-20000271-V1.0	GRS,OCS	Valid	2025-02-05
Bureau Veritas USA	EV'S FASHION HOUSE	TE-00021471		BVIN0314		India	BVC-TE-BVIN0314-OCS-2502-20000272-V1.0	BVC-TE-BVIN0314-OCS-2502-20000272-V1.0	OCS	Valid	2025-02-27
Bureau Veritas USA	MAHABIR SEQUINS PRIVATE LIMITED	TE-00018673		BVIN0315		India	BVC-TE-BVIN0315-RCS-2502-20000273-V1.0	BVC-TE-BVIN0315-RCS-2502-20000273-V1.0	RCS	Valid	2025-02-05
Bureau Veritas USA	Cotonex	TE-00043877		BVIN0317		India	BVC-TE-BVIN0317-MULTI-2502-20000275-V1.0	BVC-TE-BVIN0317-MULTI-2502-20000275-V1.0	GRS,RCS,OCS	Valid	2025-02-06
Bureau Veritas USA	SHIBA FABRICS	TE-00119781		BVIN0318		India	BVC-TE-BVIN0318-GRS-2502-20000276-V1.0	BVC-TE-BVIN0318-GRS-2502-20000276-V1.0	GRS	Valid	2025-02-07
Bureau Veritas USA	KAPOOR INDUSTRIES LIMITED	TE-00042768		BVIN0319		India	BVC-TE-BVIN0319-RCS-2503-20000277-V1.0	BVC-TE-BVIN0319-RCS-2503-20000277-V1.0	RCS	Valid	2025-03-11
Bureau Veritas USA	HUNDRED RAYON	TE-00003122		TE-BVIN0322		India	BVC-TE-BVIN0322-OCS-2502-20000281-V1.0	BVC-TE-BVIN0322-OCS-2502-20000281-V2.0	OCS	Valid	2025-05-29
Bureau Veritas USA	Super House Limited	TE-00295270		BVIN0323		India	BVC-TE-BVIN0323-MULTI-2502-20000282-V1.0	BVC-TE-BVIN0323-MULTI-2502-20000282-V1.0	GRS,RCS	Valid	2025-02-13
Bureau Veritas USA	K R WEAVING MILLS PRIVATE LIMITED	TE-00118281		BVIN0326		India	BVC-TE-BVIN0326-MULTI-2502-20000286-V1.0	BVC-TE-BVIN0326-MULTI-2502-20000286-V1.0	GRS,OCS	Valid	2025-02-14
Bureau Veritas USA	ABS Fashion	TE-00295449		BVIN0328		India	BVC-TE-BVIN0328-GRS-2502-20000289-V1.0	BVC-TE-BVIN0328-GRS-2502-20000289-V1.0	GRS	Valid	2025-02-17
Bureau Veritas USA	AHASH PRINTERS	TE-00133957		BVIN0329		India	BVC-TE-BVIN0329-MULTI-2502-20000291-V1.0	BVC-TE-BVIN0329-MULTI-2502-20000291-V1.0	GRS,RCS,OCS	Valid	2025-02-18
Bureau Veritas USA	SURYA EXIM PVT LTD	TE-00007188		BVIN0330		India	BVC-TE-BVIN0330-OCS-2502-20000292-V1.0	BVC-TE-BVIN0330-OCS-2502-20000292-V1.0	OCS	Valid	2025-02-18
Bureau Veritas USA	GOKALDAS EXPORTS ACHARPURA PRIVATE LIMITED	TE-00076652		BVIN0332		India	BVC-TE-BVIN0332-MULTI-2502-20000294-V1.0	BVC-TE-BVIN0332-MULTI-2502-20000294-V1.0	GRS,RCS	Valid	2025-03-26
Bureau Veritas USA	LIGO CRAFT PRIVATE LIMITED	TE-00296619		TE-BVIN0333		India	BVC-TE-BVIN0333-GRS-2502-20000295-V1.0	BVC-TE-BVIN0333-GRS-2502-20000295-V2.0	GRS	Valid	2025-07-16
Bureau Veritas USA	Madhav Krishna Textile Mills Pvt Ltd	TE-00013965		BVIN0334		India	BVC-TE-BVIN0334-MULTI-2502-20000296-V1.0	BVC-TE-BVIN0334-MULTI-2502-20000296-V1.0	GRS,RCS,OCS	Valid	2025-02-21
Bureau Veritas USA	General Polytex Pvt Ltd	TE-00027729		BVIN0335		India	BVC-TE-BVIN0335-MULTI-2502-20000297-V1.0	BVC-TE-BVIN0335-MULTI-2502-20000297-V1.0	GRS,RCS,OCS	Valid	2025-02-18
Bureau Veritas USA	Eashwar Embroideries	TE-00005195		BVIN0336		India	BVC-TE-BVIN0336-MULTI-2502-20000298-V1.0	BVC-TE-BVIN0336-MULTI-2502-20000298-V1.0	GRS,OCS	Valid	2025-02-25
Bureau Veritas USA	Celestial Lifestyle Limited	TE-00118468		BVIN0338		India	BVC-TE-BVIN0338-MULTI-2502-20000300-V1.0	BVC-TE-BVIN0338-MULTI-2502-20000300-V1.0	GRS,OCS	Valid	2025-02-25
Bureau Veritas USA	MK Enterprises	TE-00295463		BVIN0339		India	BVC-TE-BVIN0339-OCS-2502-20000301-V1.0	BVC-TE-BVIN0339-OCS-2502-20000301-V1.0	OCS	Valid	2025-02-25
Bureau Veritas USA	Trend Setters International	TE-00055581		BVIN0342		India	BVC-TE-BVIN0342-MULTI-2502-20000307-V1.0	BVC-TE-BVIN0342-MULTI-2502-20000307-V1.0	GRS,OCS	Valid	2025-02-27
Bureau Veritas USA	ARUL ARASI FAABRICS	TE-00298492		BVIN0344		India	BVC-TE-BVIN0344-GRS-2502-20000308-V1.0	BVC-TE-BVIN0344-GRS-2502-20000308-V1.0	GRS	Valid	2025-02-17
Bureau Veritas USA	SHREE JAGDAMBA KNITS PVT LTD	TE-00010186		BVIN0345		India	BVC-TE-BVIN0345-MULTI-2503-20000309-V1.0	BVC-TE-BVIN0345-MULTI-2503-20000309-V1.0	GRS,RCS,OCS	Valid	2025-03-03
Bureau Veritas USA	V P MUNDADA	TE-00108375		TE-BVIN0346		India	BVC-TE-BVIN0346-GRS-2503-20000310-V1.0	BVC-TE-BVIN0346-GRS-2503-20000310-V3.0	GRS	Valid	2025-07-16
Bureau Veritas USA	ASHOK TRADERS	TE-00049308		BVIN0347		India	BVC-TE-BVIN0347-GRS-2503-20000311-V1.0	BVC-TE-BVIN0347-GRS-2503-20000311-V1.0	GRS	Valid	2025-03-06
Bureau Veritas USA	SONU EXIM PRIVATE LIMITED	TE-00114282		TE-BVIN0350		India	BVC-TE-BVIN0350-MULTI-2503-20000314-V1.0	BVC-TE-BVIN0350-MULTI-2503-20000314-V6.0	RCS,OCS,GRS	Valid	2025-11-20
Bureau Veritas USA	RADIUM CREATION PRIVATE LIMITED	TE-00059386		BVIN0358		India	BVC-TE-BVIN0358-GRS-2503-20000315-V1.0	BVC-TE-BVIN0358-GRS-2503-20000315-V1.0	GRS	Valid	2025-04-05
Bureau Veritas USA	Anantkoti Textiles	TE-00296670		BVIN0363		India	BVC-TE-BVIN0363-GRS-2503-20000320-V1.0	BVC-TE-BVIN0363-GRS-2503-20000320-V1.0	GRS	Valid	2025-03-07
Bureau Veritas USA	EURO SAFETY EQUIPMENTS PRIVATE LIMITED	TE-00298839		BVIN0364		India	BVC-TE-BVIN0364-MULTI-2503-20000321-V1.0	BVC-TE-BVIN0364-MULTI-2503-20000321-V1.0	GRS,RCS,OCS	Valid	2025-03-07
Bureau Veritas USA	KRISHNA PACKAGING INDUSTRIES	TE-00027813		BVIN0366		India	BVC-TE-BVIN0366-RCS-2503-20000323-V1.0	BVC-TE-BVIN0366-RCS-2503-20000323-V1.0	RCS	Valid	2025-03-12
Bureau Veritas USA	SUPREME NONWOVEN INDUSTRIES PVT LTD	TE-00054385		BVIN0367		India	BVC-TE-BVIN0367-GRS-2503-20000324-V1.0	BVC-TE-BVIN0367-GRS-2503-20000324-V1.0	GRS	Valid	2025-03-13
Bureau Veritas USA	EXMART INTERNATIONAL PVT LTD	TE-00024933		TE-BVIN0369		India	BVC-TE-BVIN0369-GRS-2503-20000325-V1.0	BVC-TE-BVIN0369-GRS-2503-20000325-V2.0	GRS	Valid	2025-07-07
Bureau Veritas USA	THE STANDARD TEXTILES	TE-00048068		TE-BVIN0371		India	BVC-TE-BVIN0371-GRS-2503-20000326-V1.0	BVC-TE-BVIN0371-GRS-2503-20000326-V5.0	GRS	Valid	2025-11-01
Bureau Veritas USA	INVIBE IMPEX PRIVATE LIMITED	TE-00296955		BVIN0372		India	BVC-TE-BVIN0372-GRS-2503-20000327-V1.0	BVC-TE-BVIN0372-GRS-2503-20000327-V1.0	GRS	Valid	2025-03-21
Bureau Veritas USA	THIRUMAAL KNIT PROCESSORS PRIVATE LIMITED	TE-00298559		BVIN0374		India	BVC-TE-BVIN0374-MULTI-2503-20000329-V1.0	BVC-TE-BVIN0374-MULTI-2503-20000329-V1.0	GRS,RCS,OCS	Valid	2025-03-24
Bureau Veritas USA	RL KHANNA & CO (OVERSEAS)	TE-00019682		TE-BVIN0377		India	BVC-TE-BVIN0377-MULTI-2503-20000332-V1.0	BVC-TE-BVIN0377-MULTI-2503-20000332-V2.0	OCS,GRS	Valid	2025-07-24
Bureau Veritas USA	VARDHMAN TEXTILES	TE-00080792		BVIN0379		India	BVC-TE-BVIN0379-GRS-2503-20000334-V1.0	BVC-TE-BVIN0379-GRS-2503-20000334-V1.0	GRS	Valid	2025-03-26
Bureau Veritas USA	TOUCH OF INDIA	TE-00298039		TE-BVIN0383		India	BVC-TE-BVIN0383-GRS-2503-20000336-V1.0	BVC-TE-BVIN0383-GRS-2503-20000336-V2.0	GRS	Valid	2025-03-31
Bureau Veritas USA	BHARAT ENTERPRISES	TE-00038515		BVIN0384		India	BVC-TE-BVIN0384-RCS-2504-20000337-V1.0	BVC-TE-BVIN0384-RCS-2504-20000337-V1.0	RCS	Valid	2025-04-02
Bureau Veritas USA	Crescent Expo Syndicate Private Limited	TE-00296919		BVIN0385		India	BVC-TE-BVIN0385-MULTI-2504-20000338-V1.0	BVC-TE-BVIN0385-MULTI-2504-20000338-V1.0	GRS,RCS	Valid	2025-04-03
Bureau Veritas USA	BIHARILAL FASHIONS	TE-00299686		BVIN0386		India	BVC-TE-BVIN0386-MULTI-2504-20000339-V1.0	BVC-TE-BVIN0386-MULTI-2504-20000339-V1.0	GRS,RCS,OCS	Valid	2025-04-03
Bureau Veritas USA	S.L. PACKAGING PVT. LTD	TE-00021946		TE-BVIN0388		India	BVC-TE-BVIN0388-GRS-2504-20000340-V1.0	BVC-TE-BVIN0388-GRS-2504-20000340-V2.0	GRS	Valid	2025-08-03
Bureau Veritas USA	SHREE KARNI FABCOM LIMITED	TE-00132452		BVIN0389		India	BVC-TE-BVIN0389-GRS-2504-20000341-V1.0	BVC-TE-BVIN0389-GRS-2504-20000341-V1.0	GRS	Valid	2025-04-08
Bureau Veritas USA	Avacado Fashions Pvt. Ltd.	TE-00117350		TE-BVIN0391		India	BVC-TE-BVIN0391-GRS-2504-20000343-V1.0	BVC-TE-BVIN0391-GRS-2504-20000343-V2.0	GRS	Valid	2025-09-16
Bureau Veritas USA	ANJALI EXPORTS	TE-00029763		TE-BVIN0393		India	BVC-TE-BVIN0393-GRS-2504-20000344-V1.0	BVC-TE-BVIN0393-GRS-2504-20000344-V3.0	GRS	Valid	2025-09-26
Bureau Veritas USA	Namo Knitting	TE-00029089		BVIN0395		India	BVC-TE-BVIN0395-GRS-2504-20000346-V1.0	BVC-TE-BVIN0395-GRS-2504-20000346-V1.0	GRS	Valid	2025-04-24
Bureau Veritas USA	Cornell Overseas Private Limited	TE-00054578		BVIN0396		India	BVC-TE-BVIN0396-GRS-2504-20000347-V1.0	BVC-TE-BVIN0396-GRS-2504-20000347-V1.0	GRS	Valid	2025-04-18
Bureau Veritas USA	Intimate Fashions (India) Private Limited	TE-00059125		TE-BVIN0402		India	BVC-TE-BVIN0402-MULTI-2504-20000350-V1.0	BVC-TE-BVIN0402-MULTI-2504-20000350-V3.0	RCS,GRS	Valid	2025-11-24
Bureau Veritas USA	FINE DYEING PRIVATE LIMITED	TE-00298344		BVIN0403		India	BVC-TE-BVIN0404-GRS-2504-20000351-V1.0	BVC-TE-BVIN0404-GRS-2504-20000351-V1.0	GRS	Valid	2025-04-21
Bureau Veritas USA	KISHMISH CRAFTS	TE-00013876		BVIN0406		India	BVC-TE-BVIN0406-OCS-2504-20000355-V1.0	BVC-TE-BVIN0406-OCS-2504-20000355-V1.0	OCS	Valid	2025-04-29
Bureau Veritas USA	Crazy Mod	TE-00114237		TE-BVIN0408		India	BVC-TE-BVIN0408-GRS-2504-20000357-V1.0	BVC-TE-BVIN0408-GRS-2504-20000357-V3.0	GRS	Valid	2025-10-29
Bureau Veritas USA	ECO TEXTILE MILLS PRIVATE LIMITED	TE-00115022	TE-00115023	BVIN0410		India	BVC-TE-BVIN0410-MULTI-2504-20000359-V1.0	BVC-TE-BVIN0410-MULTI-2504-20000359-V1.0	GRS,RCS,OCS	Valid	2025-04-25
Bureau Veritas USA	ATM EXPORTS PVT LTD	TE-00080761		TE-BVIN0431		India	BVC-TE-BVIN0431-MULTI-2506-20000386-V1.0	BVC-TE-BVIN0431-MULTI-2506-20000386-V4.0	OCS,GRS	Valid	2025-09-15
Bureau Veritas USA	ESHWARI TEXTILE PROCESSING PRIVATE LIMITED	TE-00076521		BVIN0440		India	BVC-TE-BVIN0440-OCS-2506-20000395-V1.0	BVC-TE-BVIN0440-OCS-2506-20000395-V1.0	OCS	Valid	2025-06-02
Intertek	Creative Garments Pvt. Ltd	TE-00010532		150983-GRS		India	C-0002868	ITS-GRS-C-0206848	GRS	Valid	2025-08-14
Intertek	Creative Garments Pvt. Ltd	TE-00010532		150983-GRS		India	C-0002868	ITS-GRS-C-0206848	GRS	Valid	2025-08-14
Intertek	Creative Garments Pvt. Ltd	TE-00010532		150983-GRS		India	C-0002868	ITS-GRS-C-0206848	GRS	Valid	2025-08-14
